ID	,	ALTX	,	ALARM_TEXT_KOREA	,	ALARM_TEXT_CHINA	,	ALARM_TEXT_ENGLISH	,	ALARM_TEXT_VIETNAM	,	ALARM_ACTION_TEXT_KOREA	,	ALARM_ACTION_TEXT_CHINA	,	ALARM_ACTION_TEXT_ENGLIST	,	ALARM_ACTION_TEXT_VIETNAM	,	LEVEL	,	UNIT	,	BOX_TYPE	,	BOX_RECTANGLE_X	,	BOX_RECTANGLE_Y	,	BOX_RECTANGLE_WIDTH	,	BOX_RECTANGLE_HEIGHT
12005	,	MO_TRANSFER_ROBOT_OUT_LOAD_BEGIN	,	OUT로봇 로드 프로세스 진입에 실패 했습니다 (검사스테이지 위치)	,	OUT_ROBOT_LOAD_PROCESS_BEGIN_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_BEGIN_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_BEGIN_FAILED (INSPECTION-STAGE POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12006	,	MO_TRANSFER_ROBOT_OUT_LOAD_PERMIT	,	OUT로봇 로드 프로세스 퍼밋 동작에 실패 했습니다 (검사스테이지 위치)	,	OUT_ROBOT_LOAD_PROCESS_PERMIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_PERMIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_PERMIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12007	,	MO_TRANSFER_ROBOT_OUT_LOAD_EXIT	,	OUT로봇 로드 프로세스 종료에 실패 했습니다 (검사스테이지 위치)	,	OUT_ROBOT_LOAD_PROCESS_EXIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_EXIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT_ROBOT_LOAD_PROCESS_EXIT_FAILED (INSPECTION-STAGE POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12008	,	MO_TRANSFER_ROBOT_OUT_UNLOAD_BEGIN	,	OUT로봇 언로드 프로세스 진입에 실패 했습니다 (하류설비 위치)	,	OUT_ROBOT_UNLOAD_PROCESS_BEGIN_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_BEGIN_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_BEGIN_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12009	,	MO_TRANSFER_ROBOT_OUT_UNLOAD_PERMIT	,	OUT로봇 언로드 프로세스 퍼밋 동작에 실패 했습니다 (하류설비 위치)	,	OUT_ROBOT_UNLOAD_PROCESS_PERMIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_PERMIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_PERMIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12010	,	MO_TRANSFER_ROBOT_OUT_UNLOAD_EXIT	,	OUT로봇 언로드 프로세스 종료에 실패 했습니다 (하류설비 위치)	,	OUT_ROBOT_UNLOAD_PROCESS_EXIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_EXIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT_ROBOT_UNLOAD_PROCESS_EXIT_FAILED (LOWER-EQUIPMENT POSITION)	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12100	,	CY_TRANSFER_ROBOT_OUT_P1_T_TURN	,	OUT로봇 실린더 P1 회전 동작에 실패 했습니다	,	OUT_ROBOT_P1_CYLINDER_TURN_FAILED	,	OUT_ROBOT_P1_CYLINDER_TURN_FAILED	,	OUT_ROBOT_P1_CYLINDER_TURN_FAILED	,	OUT로봇 실린더 P1 상태를 확인해 주세요	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12101	,	CY_TRANSFER_ROBOT_OUT_P1_T_RETURN	,	OUT로봇 실린더 P1 복귀 동작에 실패 했습니다	,	OUT_ROBOT_P1_CYLINDER_RETURN_FAILED	,	OUT_ROBOT_P1_CYLINDER_RETURN_FAILED	,	OUT_ROBOT_P1_CYLINDER_RETURN_FAILED	,	OUT로봇 실린더 P1 상태를 확인해 주세요	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	CHECK THE CYLINDER P1 OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12110	,	CY_TRANSFER_ROBOT_OUT_P2_T_TURN	,	OUT로봇 실린더 P2 회전 동작에 실패 했습니다	,	OUT_ROBOT_P2_CYLINDER_TURN_FAILED	,	OUT_ROBOT_P2_CYLINDER_TURN_FAILED	,	OUT_ROBOT_P2_CYLINDER_TURN_FAILED	,	OUT로봇 실린더 P2 상태를 확인해 주세요	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12111	,	CY_TRANSFER_ROBOT_OUT_P2_T_RETURN	,	OUT로봇 실린더 P2 복귀 동작에 실패 했습니다	,	OUT_ROBOT_P2_CYLINDER_RETURN_FAILED	,	OUT_ROBOT_P2_CYLINDER_RETURN_FAILED	,	OUT_ROBOT_P2_CYLINDER_RETURN_FAILED	,	OUT로봇 실린더 P2 상태를 확인해 주세요	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	CHECK THE CYLINDER P2 OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12120	,	VC_TRANSFER_ROBOT_OUT_P1_VACUUM	,	OUT로봇 피커 P1 흡착에 실패 했습니다	,	OUT_ROBOT_P1_VACUUM_FAILED	,	OUT_ROBOT_P1_VACUUM_FAILED	,	OUT_ROBOT_P1_VACUUM_FAILED	,	OUT로봇 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12121	,	VC_TRANSFER_ROBOT_OUT_P1_BLOW	,	OUT로봇 피커 P1 파기에 실패 했습니다	,	OUT_ROBOT_P1_BLOW_FAILED	,	OUT_ROBOT_P1_BLOW_FAILED	,	OUT_ROBOT_P1_BLOW_FAILED	,	OUT로봇 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12122	,	SE_TRANSFER_ROBOT_OUT_P1_VACUUM_CHECK	,	OUT로봇 P1 셀 확인에 실패 했습니다 (진공)	,	OUT_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_ROBOT_P1_CELL_VACUUM_CHECK_FAILED	,	OUT로봇 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12123	,	SE_TRANSFER_ROBOT_OUT_P1_SENSOR_CHECK	,	OUT로봇 P1 셀 확인에 실패 했습니다 (센서)	,	OUT_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	OUT_ROBOT_P1_CELL_SENSOR_CHECK_FAILED	,	OUT로봇 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12124	,	SE_TRANSFER_ROBOT_OUT_P1_VACUUM_OVERLAP	,	OUT로봇 P1 셀 겹침 확인되었습니다 (진공)	,	OUT_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT_ROBOT_P1_CELL_VACUUM_OVERLAP_FAILED	,	OUT로봇 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12125	,	SE_TRANSFER_ROBOT_OUT_P1_SENSOR_OVERLAP	,	OUT로봇 P1 셀 겹침 확인되었습니다 (센서)	,	OUT_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT_ROBOT_P1_CELL_SENSOR_OVERLAP_FAILED	,	OUT로봇 P1 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P1.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.7351525	,	0.4231771	,	0.09630819	,	0.09635416
12130	,	VC_TRANSFER_ROBOT_OUT_P2_VACUUM	,	OUT로봇 피커 P2 흡착에 실패 했습니다	,	OUT_ROBOT_P2_VACUUM_FAILED	,	OUT_ROBOT_P2_VACUUM_FAILED	,	OUT_ROBOT_P2_VACUUM_FAILED	,	OUT로봇 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12131	,	VC_TRANSFER_ROBOT_OUT_P2_BLOW	,	OUT로봇 피커 P2 파기에 실패 했습니다	,	OUT_ROBOT_P2_BLOW_FAILED	,	OUT_ROBOT_P2_BLOW_FAILED	,	OUT_ROBOT_P2_BLOW_FAILED	,	OUT로봇 진공 P2 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12132	,	SE_TRANSFER_ROBOT_OUT_P2_VACUUM_CHECK	,	OUT로봇 P2 셀 확인에 실패 했습니다 (진공)	,	OUT_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	OUT_ROBOT_P2_CELL_VACUUM_CHECK_FAILED	,	OUT로봇 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12133	,	SE_TRANSFER_ROBOT_OUT_P2_SENSOR_CHECK	,	OUT로봇 P2 셀 확인에 실패 했습니다 (센서)	,	OUT_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	OUT_ROBOT_P2_CELL_SENSOR_CHECK_FAILED	,	OUT로봇 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12134	,	SE_TRANSFER_ROBOT_OUT_P2_VACUUM_OVERLAP	,	OUT로봇 P2 셀 겹침 확인되었습니다 (진공)	,	OUT_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT_ROBOT_P2_CELL_VACUUM_OVERLAP_FAILED	,	OUT로봇 P2 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	CHECK THE VACUUM STATUS OF THE OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12135	,	SE_TRANSFER_ROBOT_OUT_P2_SENSOR_OVERLAP	,	OUT로봇 P2 셀 겹침 확인되었습니다 (센서)	,	OUT_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT_ROBOT_P2_CELL_SENSOR_OVERLAP_FAILED	,	OUT로봇 P2 패널 상태를 확인해주세요.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	CHECK THE PANEL STATUS OF THE OUT ROBOT P2.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6163724	,	0.421875	,	0.09951846	,	0.1002604
12400	,	CO_TRANSFER_ROBOT_OUT_ALIGN_DATA	,	OUT로봇 얼라인 데이터 전송에 실패 했습니다	,	OUT_ROBOT_ALIGN_DATA_SEND_FAILED	,	OUT_ROBOT_ALIGN_DATA_SEND_FAILED	,	OUT_ROBOT_ALIGN_DATA_SEND_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12401	,	CO_TRANSFER_ROBOT_OUT_RESET_DATA	,	OUT로봇 얼라인 초기화 데이터 전송에 실패 했습니다	,	OUT_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	OUT_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	OUT_ROBOT_ALIGN_ZERO_DATA_SEND_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
12402	,	CO_TRANSFER_ROBOT_OUT_CALIBRATION_DATA	,	OUT로봇 켈리브레이션 데이터 전송에 실패 했습니다	,	OUT_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	OUT_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	OUT_ROBOT_CALIBRATION_DATA_SEND_FAILED	,	OUT로봇 상태를 확인해 주세요.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	CHECK THE STATUS OF OUT ROBOT.	,	HEAVY	,	OUT_ROBOT	,	SQUARE	,	0.6147673	,	0.2591146	,	0.223114	,	0.2643229
13000	,	MO_OUT_FLIP_R1_HOME_MOTION	,	OUT플립 R1축이 홈 동작 진행에 실패 했습니다	,	OUT_FLIP_R1_AXIS_HOME_MOTION_FAILED	,	OUT_FLIP_R1_AXIS_HOME_MOTION_FAILED	,	OUT FLIP trục R1 HOME không hoạt động 	,	OUT플립 R1축 드라이버 상태 확인 후 홈 동작을 수행하세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS AND THEN HOME OPERATION.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS AND THEN HOME OPERATION.	,	Sau khi kiểm tra tình trạng  DRIVER trục R1 - OUT FLIP hãy tiến hành chạy HOME .	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4036458	,	0.07865169	,	0.1588542
13001	,	MO_OUT_FLIP_R1_LOAD_MOVE	,	OUT플립 R1축 로드 위치 이동에 실패 했습니다 (OUT로봇 위치)	,	OUT_FLIP_R1_AXIS_LOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	OUT_FLIP_R1_AXIS_LOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	OUT FLIP trục R1 không thể di chuyển vị trí LOAD (OUT-ROBOT POSITION)	,	OUT플립 R1축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS.	,	Hãy kiểm tra DRIVER  trục R1 - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4036458	,	0.07865169	,	0.1588542
13002	,	MO_OUT_FLIP_R1_UNLOAD_MOVE	,	OUT플립 R1축 언로드 위치 이동에 실패 했습니다 (OUT컨베이어 위치)	,	OUT_FLIP_R1_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-CONVEYOR POSITION)	,	OUT_FLIP_R1_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-CONVEYOR POSITION)	,	OUT FLIP trục R1 không thể di chuyển vị trí UNLOAD (OUT-CONVEYOR POSITION)	,	OUT플립 R1축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R1 AXIS.	,	Hãy kiểm tra DRIVER  trục R1 - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4036458	,	0.07865169	,	0.1588542
13010	,	MO_OUT_FLIP_R2_HOME_MOTION	,	OUT플립 R2축이 홈 동작 진행에 실패 했습니다	,	OUT_FLIP_R2_AXIS_HOME_MOTION_FAILED	,	OUT_FLIP_R2_AXIS_HOME_MOTION_FAILED	,	OUT FLIP trục R2 HOME không hoạt động 	,	OUT플립 R2축 드라이버 상태 확인 후 홈 동작을 수행하세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS AND THEN HOME OPERATION.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS AND THEN HOME OPERATION.	,	Sau khi kiểm tra tình trạng  DRIVER trục R2 - OUT FLIP hãy tiến hành chạy HOME .	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7479936	,	0.4036458	,	0.07865169	,	0.1575521
13011	,	MO_OUT_FLIP_R2_LOAD_MOVE	,	OUT플립 R2축 로드 위치 이동에 실패 했습니다 (OUT로봇 위치)	,	OUT_FLIP_R2_AXIS_LOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	OUT_FLIP_R2_AXIS_LOAD_POSITION_MOVE_FAILED (OUT-ROBOT POSITION)	,	OUT FLIP trục R2 không thể di chuyển vị trí LOAD (OUT-ROBOT POSITION)	,	OUT플립 R2축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS.	,	Hãy kiểm tra DRIVER  trục R2 - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7479936	,	0.4036458	,	0.07865169	,	0.1575521
13012	,	MO_OUT_FLIP_R2_UNLOAD_MOVE	,	OUT플립 R2축 언로드 위치 이동에 실패 했습니다 (OUT컨베이어 위치)	,	OUT_FLIP_R2_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-CONVEYOR POSITION)	,	OUT_FLIP_R2_AXIS_UNLOAD_POSITION_MOVE_FAILED (OUT-CONVEYOR POSITION)	,	OUT FLIP trục R2 không thể di chuyển vị trí UNLOAD (OUT-CONVEYOR POSITION)	,	OUT플립 R2축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP R2 AXIS.	,	Hãy kiểm tra DRIVER  trục R2 - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7479936	,	0.4036458	,	0.07865169	,	0.1575521
13020	,	MO_OUT_FLIP_Z_HOME_MOTION	,	OUT플립 Z축이 홈 동작 진행에 실패 했습니다	,	OUT_FLIP_Z_AXIS_HOME_MOTION_FAILED	,	OUT_FLIP_Z_AXIS_HOME_MOTION_FAILED	,	OUT FLIP trục Z HOME không hoạt động 	,	OUT플립 Z축 드라이버 상태 확인 후 홈 동작을 수행하세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS AND THEN HOME OPERATION.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS AND THEN HOME OPERATION.	,	Sau khi kiểm tra tình trạng  DRIVER trục Z - OUT FLIP hãy tiến hành chạy HOME .	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7865168	,	0.3424479	,	0.1219904	,	0.06770834
13021	,	MO_OUT_FLIP_Z_UP_MOVE	,	OUT플립 Z축 상승 위치 이동에 실패 했습니다	,	OUT_FLIP_Z_AXIS_UP_POSITION_MOVE_FAILED	,	OUT_FLIP_Z_AXIS_UP_POSITION_MOVE_FAILED	,	OUT FLIP trục Z không thể di chuyển vị trí UP	,	OUT플립 Z축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS.	,	Hãy kiểm tra DRIVER  trục Z - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7865168	,	0.3424479	,	0.1219904	,	0.06770834
13022	,	MO_OUT_FLIP_Z_DOWN_MOVE	,	OUT플립 Z축 하강 위치 이동에 실패 했습니다	,	OUT_FLIP_Z_AXIS_DOWN_POSITION_MOVE_FAILED	,	OUT_FLIP_Z_AXIS_DOWN_POSITION_MOVE_FAILED	,	OUT FLIP trục Z không thể di chuyển vị trí DOWN	,	OUT플립 Z축 드라이버 상태 확인해주세요.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS.	,	CHECK THE DRIVER STATUS OF THE OUT FLIP Z AXIS.	,	Hãy kiểm tra DRIVER  trục Z - OUT FLIP.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.7865168	,	0.3424479	,	0.1219904	,	0.06770834
13100	,	VC_OUT_FLIP_P1_VACUUM	,	OUT플립 피커 P1 흡착에 실패 했습니다	,	OUT_FLIP_P1_VACUUM_FAILED	,	OUT_FLIP_P1_VACUUM_FAILED	,	OUT_FLIP_P1_VACUUM_FAILED	,	OUT플립 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
13101	,	VC_OUT_FLIP_P1_BLOW	,	OUT플립 피커 P1 파기에 실패 했습니다	,	OUT_FLIP_P1_BLOW_FAILED	,	OUT_FLIP_P1_BLOW_FAILED	,	OUT_FLIP_P1_BLOW_FAILED	,	OUT플립 진공 P1 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
13102	,	SE_OUT_FLIP_P1_VACUUM_CHECK	,	OUT플립 P1 셀 확인에 실패 했습니다 (진공)	,	OUT_FLIP_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_FLIP_P1_CELL_VACUUM_CHECK_FAILED	,	OUT_FLIP_P1_CELL_VACUUM_CHECK_FAILED	,	OUT플립 P1 진공 상태를 확인해주세요.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	CHECK THE VACUUM STATUS OF THE OUT FLIP P1.	,	HEAVY	,	OUT_FLIP	,	SQUARE	,	0.8426966	,	0.4726563	,	0.07865169	,	0.08854166
